bundle,pre_years,post_years,pre_mean_minutes,post_mean_minutes,post_minus_pre_minutes
ai_exposed_minutes,"2017,2018,2019,2021,2022","2023,2024",26.448933701587084,24.950040359363182,-1.4988933422239015
low_exposure_physical_minutes,"2017,2018,2019,2021,2022","2023,2024",81.21620334167108,86.78431521502912,5.568111873358049
