comparison,ai_exposed_change,low_exposure_physical_change,difference_in_differences,interpretation
simple_bundle_difference_in_differences,-1.4988933422239015,7.51744755080108,-9.016340893024982,"Negative means AI-exposed bundle fell more, or rose less, than the physical low-exposure bundle."
