activity_code,activity_text,ai_exposure_score,ai_exposure_score_z,automation_score,augmentation_score,participation_rate_unweighted_pp_post,participation_rate_unweighted_pp_pre,participation_rate_weighted_pp_post,participation_rate_weighted_pp_pre,positive_respondents_post,positive_respondents_pre,respondents_total_post,respondents_total_pre,weighted_participation_change_pp,unweighted_participation_change_pp
030301,Providing medical care to hh children,0.05,-0.4785288964455661,0.05,0.05,0.31641709663386497,0.518342880424336,0.26480992277277504,0.43644002585483593,25.5,48.4,8108.5,9294.8,-0.1716301030820609,-0.201925783790471
030302,Obtaining medical care for hh children,0.05,-0.4785288964455661,0.05,0.05,0.331953760934465,0.28291930584464803,0.45849055260499,0.319495163312406,27.0,26.2,8108.5,9294.8,0.13899538929258398,0.049034455089816964
030303,Waiting associated with hh children's health,0.05,-0.4785288964455661,0.05,0.05,0.16865861398126503,0.15228379276164,0.23029030357443497,0.14341751595556,13.5,14.2,8108.5,9294.8,0.08687278761887499,0.016374821219625024
030399,"Activities related to hh child's health, n.e.c.*",0.05,-0.4785288964455661,0.05,0.05,0.006519754857215,0.025857308309389815,0.011817318925115,0.026418375288847197,0.5,2.4,8108.5,9294.8,-0.014601056363732197,-0.019337553452174815
030401,Physical care for hh adults,0.05,-0.4785288964455661,0.05,0.05,1.3923421589315401,1.2956766913397,1.32010613543185,1.5345042721027577,113.0,120.8,8108.5,9294.8,-0.2143981366709078,0.09666546759184014
030402,Looking after hh adult (as a primary activity),0.05,-0.4785288964455661,0.05,0.05,0.165306447088725,0.154379999308762,0.16290845574104998,0.17458643208462202,13.5,14.4,8108.5,9294.8,-0.011677976343572039,0.010926447779962989
030403,Providing medical care to hh adult,0.05,-0.4785288964455661,0.05,0.05,0.6209509713824499,0.497621004979692,0.51802626007402,0.629080007531224,50.5,46.4,8108.5,9294.8,-0.11105374745720398,0.1233299664027579
030404,Obtaining medical and care services for hh adult,0.05,-0.4785288964455661,0.05,0.05,0.31123820853367,0.194692391627926,0.313986156121085,0.292241713402858,25.0,18.0,8108.5,9294.8,0.02174444271822701,0.116545816905744
030405,Waiting associated with caring for household adults,0.05,-0.4785288964455661,0.05,0.05,0.19004459976057497,0.167765169227264,0.18852741323601002,0.230677754265416,15.5,15.6,8108.5,9294.8,-0.042150341029405985,0.022279430533310968
030499,"Caring for household adults, n.e.c.*",0.05,-0.4785288964455661,0.05,0.05,0.06251581505813,0.05183395631740399,0.055948268651565,0.07085299690939799,5.0,4.6,8108.5,9294.8,-0.01490472825783299,0.01068185874072601
030501,Helping hh adults,0.05,-0.4785288964455661,0.05,0.05,0.241532205239805,0.21036866827892,0.32728252860086504,0.276296525913598,19.5,19.4,8108.5,9294.8,0.05098600268726705,0.031163536960885002
030502,Organization & planning for hh adults,0.05,-0.4785288964455661,0.05,0.05,0.19339676665312,0.162383215474612,0.219174300885905,0.196632992271944,15.5,15.2,8108.5,9294.8,0.022541308613961003,0.031013551178507986
030503,Picking up/dropping off hh adult,0.05,-0.4785288964455661,0.05,0.05,1.408063402160015,1.46591365654362,1.73258325872165,1.8340145429074142,114.0,137.4,8108.5,9294.8,-0.10143128418576408,-0.057850254383605026
030504,Waiting associated with helping hh adults,0.05,-0.4785288964455661,0.05,0.05,0.9888556734955549,1.2311332809019961,1.1322058226595,1.529106770247306,80.0,116.0,8108.5,9294.8,-0.39690094758780603,-0.24227760740644122
030599,"Helping household adults, n.e.c.*",0.05,-0.4785288964455661,0.05,0.05,0.08457223421594501,0.061636314704592,0.115574382178735,0.07396434007879801,7.0,5.8,8108.5,9294.8,0.04161004209993699,0.022935919511353008
039999,"Caring for & helping hh members, n.e.c.*",0.05,-0.4785288964455661,0.05,0.05,0.01821839781463,0.010656453431024,0.01735194022352,0.009312845382373999,1.5,1.0,8108.5,9294.8,0.008039094841146002,0.007561944383606
