activity_code,activity_text,period,participation_rate_weighted_pp,participation_rate_unweighted_pp,positive_respondents,respondents_total,ai_exposure_score,ai_exposure_score_z,automation_score,augmentation_score,post_2023plus,ai_exposure_x_post,ai_exposure_z_x_post
040108,Organization & planning for nonhh children,post,0.09240200231995001,0.102120198652075,8.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040108,Organization & planning for nonhh children,pre,0.091693285222504,0.127356354053354,12.0,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040109,Looking after nonhh children (as primary activity),post,0.340959035447295,0.430235938243365,35.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040109,Looking after nonhh children (as primary activity),pre,0.5609955547235981,0.626839325368468,58.6,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040110,Attending nonhh children's events,post,0.30860435496492,0.43474439296505507,35.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040110,Attending nonhh children's events,pre,0.22163903437487198,0.29585258071453197,27.2,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040111,Waiting for/with nonhh children,post,0.35964812583693495,0.327445306212775,26.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040111,Waiting for/with nonhh children,pre,0.379175495918198,0.317950812542048,29.6,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040112,Dropping off/picking up nonhh children,post,1.204336582820145,1.195593225385875,97.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040112,Dropping off/picking up nonhh children,pre,1.460737232314468,1.480028505483872,138.4,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040186,Talking with/listening to nonhh children,post,0.39738798985117,0.45296279077969004,37.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040186,Talking with/listening to nonhh children,pre,0.295404272248574,0.360779715576546,34.0,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040199,"Caring for and helping nonhh children, n.e.c.*",post,0.054668936222255,0.07939334611575,6.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040199,"Caring for and helping nonhh children, n.e.c.*",pre,0.06639645290963185,0.072353151045972,6.6,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040201,Homework (nonhh children),post,0.060757406533575,0.05532562682240501,4.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040201,Homework (nonhh children),pre,0.127024811143192,0.107439455113682,10.2,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040202,Meetings and school conferences (nonhh children),post,0.005298324301585,0.005849321478705,0.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040202,Meetings and school conferences (nonhh children),pre,0.02152809442396742,0.008619203672169819,0.8,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040203,Home schooling of nonhh children,post,0.01143680030215,0.01236907633592,1.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040203,Home schooling of nonhh children,pre,0.01901294105104983,0.013102276067385819,1.2,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040204,Waiting associated with nonhh children's education,post,0.0,0.0,0.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040204,Waiting associated with nonhh children's education,pre,0.0,0.0,0.0,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040299,"Activities related to nonhh child's educ., n.e.c.*",post,0.00830713361887563,0.01821839781463,1.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040299,"Activities related to nonhh child's educ., n.e.c.*",pre,0.006656408707734795,0.008957647269333818,0.8,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040301,Providing medical care to nonhh children,post,0.027433587140435,0.024738152671845003,2.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040301,Providing medical care to nonhh children,pre,0.017841616536200013,0.025436953059678004,2.4,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040302,Obtaining medical care for nonhh children,post,0.0030928174394698146,0.006519754857215,0.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040302,Obtaining medical care for nonhh children,pre,0.013134028174761647,0.01303348427253,1.2,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040303,Waiting associated with nonhh children's health,post,0.0038822351725674806,0.006519754857215,0.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040303,Waiting associated with nonhh children's health,pre,0.005435041724242978,0.006627917500888,0.6,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040399,"Activities related to nonhh child's health, n.e.c.*",post,0.0,0.0,0.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040399,"Activities related to nonhh child's health, n.e.c.*",pre,0.0034060234786212605,0.006160993249357818,0.6,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040401,Physical care for nonhh adults,post,0.3190132282527,0.385452666549225,31.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040401,Physical care for nonhh adults,pre,0.38369362916178196,0.42345322283364606,39.8,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040402,Looking after nonhh adult (as a primary activity),post,0.09189222362966501,0.114489274988,9.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040402,Looking after nonhh adult (as a primary activity),pre,0.08775431135914599,0.11071542117163999,10.4,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040403,Providing medical care to nonhh adult,post,0.17305700836042998,0.143250027930905,11.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040403,Providing medical care to nonhh adult,pre,0.196895755994066,0.205146558929414,19.2,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040404,Obtaining medical and care services for nonhh adult,post,0.19304817183901002,0.19589392123928498,16.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040404,Obtaining medical and care services for nonhh adult,pre,0.171064424835218,0.14483922456690798,13.2,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040405,Waiting associated with caring for nonhh adults,post,0.123567965734855,0.13605983969517998,11.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040405,Waiting associated with caring for nonhh adults,pre,0.133234709467704,0.125912688491772,11.8,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040499,"Caring for nonhh adults, n.e.c.*",post,0.04312287901136,0.050817172100715,4.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040499,"Caring for nonhh adults, n.e.c.*",pre,0.041665544947774,0.042207098667001994,4.0,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040501,"Housework, cooking, & shopping assistance for nonhh adults",post,0.608621136382525,0.74933476839127,60.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040501,"Housework, cooking, & shopping assistance for nonhh adults",pre,0.7244689096243541,0.8704919637451379,81.0,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040502,House & lawn maintenance & repair assistance for nonhh adults,post,0.609433925042155,0.78808413967883,64.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040502,House & lawn maintenance & repair assistance for nonhh adults,pre,0.565046534894616,0.683943017755112,63.6,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040503,Animal & pet care assistance for nonhh adults,post,0.46204975807925996,0.47136576752219006,38.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040503,Animal & pet care assistance for nonhh adults,pre,0.35801713863069595,0.37460792504444995,34.6,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040504,Vehicle & appliance maintenance/repair assistance for nonhh adults,post,0.22160433672920998,0.23818003834725998,19.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040504,Vehicle & appliance maintenance/repair assistance for nonhh adults,pre,0.252098312198456,0.262709892117802,24.6,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040505,Financial management assistance for nonhh adults,post,0.07643936375864,0.09828217730889499,8.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040505,Financial management assistance for nonhh adults,pre,0.09358479507032,0.12499806216410399,11.6,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040506,Household management & paperwork assistance for nonhh adults,post,0.5224427417086049,0.628627014068815,51.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040506,Household management & paperwork assistance for nonhh adults,pre,0.680405800639738,0.783161915188134,72.8,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040507,Picking up/dropping off nonhh adult,post,2.6980243496305647,2.7365488792764054,222.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040507,Picking up/dropping off nonhh adult,pre,3.2608683718548477,3.380364657784304,317.8,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040508,Waiting associated with helping nonhh adults,post,0.773054197719015,0.756524956627,61.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040508,Waiting associated with helping nonhh adults,pre,1.145423444793694,1.2034227823227979,113.6,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
040599,"Helping nonhh adults, n.e.c.*",post,0.10494957559337499,0.147088049274085,12.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
040599,"Helping nonhh adults, n.e.c.*",pre,0.26192005022311,0.304921504938068,28.8,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
049999,"Caring for & helping nonhh members, n.e.c.*",post,0.012279942324135,0.01821839781463,1.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
049999,"Caring for & helping nonhh members, n.e.c.*",pre,0.01850465450871698,0.01452293290567,1.4,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
050101,"Work, main job",post,41.10685054709808,31.189292219439878,2531.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
050101,"Work, main job",pre,41.6415059180856,33.7222853675391,3137.6,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
050102,"Work, other job(s)",post,1.889967041168355,1.725150932172395,139.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
050102,"Work, other job(s)",pre,1.9863217683796122,1.9238878164514979,179.4,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
050103,Security procedures related to work,post,0.05475293212685,0.017547964436125,1.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
050103,Security procedures related to work,pre,0.037973674168767374,0.042148141878733995,4.0,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
050189,"Working, n.e.c.*",post,1.214646405658275,0.783089830506505,63.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
050189,"Working, n.e.c.*",pre,1.195866134608616,0.79673479170188,73.8,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
050201,"Socializing, relaxing, and leisure as part of job",post,0.081123212134495,0.081404646251275,6.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
050201,"Socializing, relaxing, and leisure as part of job",pre,0.03135343591325,0.029897499954733998,2.8,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
050202,Eating and drinking as part of job,post,0.02297515101144,0.01821839781463,1.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
050202,Eating and drinking as part of job,pre,0.03104112716429,0.025355470771248,2.4,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
050203,Sports and exercise as part of job,post,0.003615505392001917,0.006519754857215,0.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
050203,Sports and exercise as part of job,pre,0.004382902052166,0.003912745769342,0.4,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
050204,Security procedures as part of job,post,0.006095878319715,0.005849321478705,0.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
050204,Security procedures as part of job,pre,0.002145247371452,0.0022009464069539996,0.2,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
050289,"Work-related activities, n.e.c.*",post,0.040926031047245,0.024738152671845003,2.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
050289,"Work-related activities, n.e.c.*",pre,0.042168568305321744,0.033382945732351815,3.0,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
050301,"Income-generating hobbies, crafts, and food",post,0.11746448475112001,0.10346106540909,8.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
050301,"Income-generating hobbies, crafts, and food",pre,0.143672487802354,0.130514831433004,12.2,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
050302,Income-generating performances,post,0.005318732325955,0.006519754857215,0.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
050302,Income-generating performances,pre,0.019550647649866,0.013325661574998,1.2,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
050303,Income-generating services,post,0.33175113373389997,0.26023645750507496,21.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
050303,Income-generating services,pre,0.280344684663622,0.22964711070617,21.6,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
050304,Income-generating rental property activities,post,0.029876397015565,0.03643679562926,3.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
050304,Income-generating rental property activities,pre,0.0379964483675239,0.035894616039982,3.4,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
050389,"Other income-generating activities, n.e.c.*",post,0.531933357194585,0.5838437423746701,47.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
050389,"Other income-generating activities, n.e.c.*",pre,0.56123647172775,0.51886008342703,48.4,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
050403,Job interviewing,post,0.162895214416175,0.10547236554462,8.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
050403,Job interviewing,pre,0.120274845150992,0.082949343757758,7.8,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
050404,Waiting associated with job search or interview,post,0.0061475555461300005,0.005849321478705,0.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
050404,Waiting associated with job search or interview,pre,0.03391068973557891,0.02068392615503,2.0,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
050405,Security procedures rel. to job search/interviewing,post,0.0,0.0,0.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
050405,Security procedures rel. to job search/interviewing,pre,0.010355677574012,0.004041226423709818,0.4,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
050481,Job search activities,post,0.8261665961143749,0.56428447780302,46.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
050481,Job search activities,pre,0.958201130233148,0.65804784756964,61.4,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
050499,"Job search and Interviewing, n.e.c.*",post,0.015024206044185,0.011698642957415,1.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
050499,"Job search and Interviewing, n.e.c.*",pre,0.019025365209006,0.011029810314796,1.0,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
059999,"Work and work-related activities, n.e.c.*",post,0.06976723159317999,0.01236907633592,1.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
059999,"Work and work-related activities, n.e.c.*",pre,0.02721387430515653,0.022970031045243818,2.0,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
060101,"Taking class for degree, certification, or licensure",post,3.97610172633075,1.26231621964294,102.0,8108.5,0.532,2.283258852002684,0.45,0.6,1.0,0.532,2.283258852002684
060101,"Taking class for degree, certification, or licensure",pre,4.281715852393622,1.621217191349372,151.6,9294.8,0.532,2.283258852002684,0.45,0.6,0.0,0.0,0.0
060102,Taking class for personal interest,post,0.28292227258068003,0.24872239347553,20.0,8108.5,0.393,1.4868096880310933,0.2,0.55,1.0,0.393,1.4868096880310933
060102,Taking class for personal interest,pre,0.40244685123739804,0.350034602570888,32.4,9294.8,0.393,1.4868096880310933,0.2,0.55,0.0,0.0,0.0
060103,Waiting associated with taking classes,post,0.38750086054828,0.10480193216611,8.5,8108.5,0.393,1.4868096880310933,0.2,0.55,1.0,0.393,1.4868096880310933
060103,Waiting associated with taking classes,pre,0.443123921729184,0.16313005589915802,15.2,9294.8,0.393,1.4868096880310933,0.2,0.55,0.0,0.0,0.0
060104,Security procedures rel. to taking classes,post,0.02101937959732,0.006519754857215,0.5,8108.5,0.393,1.4868096880310933,0.2,0.55,1.0,0.393,1.4868096880310933
060104,Security procedures rel. to taking classes,pre,0.009208758850634,0.0020848535390380002,0.2,9294.8,0.393,1.4868096880310933,0.2,0.55,0.0,0.0,0.0
060199,"Taking class, n.e.c.*",post,0.055353693420345004,0.024738152671845003,2.0,8108.5,0.393,1.4868096880310933,0.2,0.55,1.0,0.393,1.4868096880310933
060199,"Taking class, n.e.c.*",pre,0.099519426961448,0.050230897433278,4.8,9294.8,0.393,1.4868096880310933,0.2,0.55,0.0,0.0,0.0
060201,Extracurricular club activities,post,0.07194000407769499,0.024738152671845003,2.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
060201,Extracurricular club activities,pre,0.067811941328712,0.032659060172086,3.0,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
060202,Extracurricular music & performance activities,post,0.099887372357715,0.03643679562926,3.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
060202,Extracurricular music & performance activities,pre,0.11537895930776401,0.048939756027722006,4.6,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
060203,Extracurricular student government activities,post,0.0,0.0,0.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
060203,Extracurricular student government activities,pre,0.0,0.0,0.0,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
060289,"Education-related extracurricular activities, n.e.c.*",post,0.006559991440330001,0.006519754857215,0.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
060289,"Education-related extracurricular activities, n.e.c.*",pre,0.040389138868368,0.026913711199244,2.6,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
060301,"Research/homework for class for degree, certification, or licensure",post,5.1020404778316095,2.5226211391503597,204.0,8108.5,0.598,2.6614289586366766,0.35,0.8,1.0,0.598,2.6614289586366766
060301,"Research/homework for class for degree, certification, or licensure",pre,5.5003261709619,3.037753980421798,284.0,9294.8,0.598,2.6614289586366766,0.35,0.8,0.0,0.0,0.0
060302,Research/homework for class for pers. interest,post,0.25270719940058,0.27327596721951,22.5,8108.5,0.598,2.6614289586366766,0.35,0.8,1.0,0.598,2.6614289586366766
060302,Research/homework for class for pers. interest,pre,0.22503848477959001,0.181292082153438,16.6,9294.8,0.598,2.6614289586366766,0.35,0.8,0.0,0.0,0.0
060303,Waiting associated with research/homework,post,0.0,0.0,0.0,8108.5,0.598,2.6614289586366766,0.35,0.8,1.0,0.598,2.6614289586366766
060303,Waiting associated with research/homework,pre,0.0,0.0,0.0,9294.8,0.598,2.6614289586366766,0.35,0.8,0.0,0.0,0.0
060399,Research/homework n.e.c.*,post,0.21905328503668497,0.18236855707421,14.5,8108.5,0.598,2.6614289586366766,0.35,0.8,1.0,0.598,2.6614289586366766
060399,Research/homework n.e.c.*,pre,0.218182360634118,0.16127553383281398,14.8,9294.8,0.598,2.6614289586366766,0.35,0.8,0.0,0.0,0.0
060401,"Administrative activities: class for degree, certification, or licensure",post,0.16656197608517997,0.056666493579425006,4.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
060401,"Administrative activities: class for degree, certification, or licensure",pre,0.147887305603912,0.053949744241104006,5.0,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
060402,Administrative activities: class for personal interest,post,0.0012192575529062471,0.006519754857215,0.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
060402,Administrative activities: class for personal interest,pre,0.0062481192876279994,0.006521659639555999,0.6,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
060403,Waiting associated w/admin. activities (education),post,0.0,0.0,0.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
060403,Waiting associated w/admin. activities (education),pre,0.00510619624967,0.0020848535390380002,0.2,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
060499,"Administrative for education, n.e.c.*",post,0.02449004774369,0.018888831193135003,1.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
060499,"Administrative for education, n.e.c.*",pre,0.055464588291128006,0.025063596175904,2.4,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
069999,"Education, n.e.c.*",post,0.090609891770235,0.031928340907570005,2.5,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
069999,"Education, n.e.c.*",pre,0.194139708327446,0.11174446093114401,10.8,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
070101,Grocery shopping,post,13.5188156001339,15.60836558684841,1264.0,8108.5,0.305,0.9825828791857696,0.25,0.35,1.0,0.305,0.9825828791857696
070101,Grocery shopping,pre,13.215381773207014,14.913530590553924,1389.0,9294.8,0.305,0.9825828791857696,0.25,0.35,0.0,0.0,0.0
070102,Purchasing gas,post,2.9724519574021153,3.2324682205425903,262.5,8108.5,0.305,0.9825828791857696,0.25,0.35,1.0,0.305,0.9825828791857696
070102,Purchasing gas,pre,3.432616984839566,3.3866717839212357,315.2,9294.8,0.305,0.9825828791857696,0.25,0.35,0.0,0.0,0.0
070103,Purchasing food (not groceries),post,12.47051734740086,12.200349839611585,988.5,8108.5,0.305,0.9825828791857696,0.25,0.35,1.0,0.305,0.9825828791857696
070103,Purchasing food (not groceries),pre,14.084457501341515,13.736835034840322,1280.2,9294.8,0.305,0.9825828791857696,0.25,0.35,0.0,0.0,0.0
070104,"Shopping, except groceries, food and gas",post,16.453764418017457,17.625914710623256,1430.5,8108.5,0.305,0.9825828791857696,0.25,0.35,1.0,0.305,0.9825828791857696
070104,"Shopping, except groceries, food and gas",pre,17.97173398453066,19.409249842697413,1814.0,9294.8,0.305,0.9825828791857696,0.25,0.35,0.0,0.0,0.0
070105,Waiting associated with shopping,post,0.6455876669048399,0.6600695005257551,53.5,8108.5,0.305,0.9825828791857696,0.25,0.35,1.0,0.305,0.9825828791857696
070105,Waiting associated with shopping,pre,0.767811656778816,0.7495531198048979,69.6,9294.8,0.305,0.9825828791857696,0.25,0.35,0.0,0.0,0.0
070199,"Shopping, n.e.c.*",post,0.002793052975646405,0.006519754857215,0.5,8108.5,0.305,0.9825828791857696,0.25,0.35,1.0,0.305,0.9825828791857696
070199,"Shopping, n.e.c.*",pre,0.013944736141408,0.008374327442763998,0.8,9294.8,0.305,0.9825828791857696,0.25,0.35,0.0,0.0,0.0
070201,Comparison shopping,post,0.19538838441793,0.19857565475332,16.0,8108.5,0.305,0.9825828791857696,0.25,0.35,1.0,0.305,0.9825828791857696
070201,Comparison shopping,pre,0.09732707213070799,0.128591912158344,12.0,9294.8,0.305,0.9825828791857696,0.25,0.35,0.0,0.0,0.0
070299,"Researching purchases, n.e.c.*",post,0.0,0.0,0.0,8108.5,0.305,0.9825828791857696,0.25,0.35,1.0,0.305,0.9825828791857696
070299,"Researching purchases, n.e.c.*",pre,0.00478046835767,0.004916420845624,0.4,9294.8,0.305,0.9825828791857696,0.25,0.35,0.0,0.0,0.0
070301,Security procedures rel. to consumer purchases,post,0.0,0.0,0.0,8108.5,0.305,0.9825828791857696,0.25,0.35,1.0,0.305,0.9825828791857696
070301,Security procedures rel. to consumer purchases,pre,0.0021860044153854336,0.004204620364686,0.4,9294.8,0.305,0.9825828791857696,0.25,0.35,0.0,0.0,0.0
070399,"Security procedures rel. to consumer purchases, n.e.c.*",post,0.0,0.0,0.0,8108.5,0.305,0.9825828791857696,0.25,0.35,1.0,0.305,0.9825828791857696
070399,"Security procedures rel. to consumer purchases, n.e.c.*",pre,0.00457576936422,0.0020848535390380002,0.2,9294.8,0.305,0.9825828791857696,0.25,0.35,0.0,0.0,0.0
079999,"Consumer purchases, n.e.c.*",post,0.0,0.0,0.0,8108.5,0.05,-0.4785288964455661,0.05,0.05,1.0,0.05,-0.4785288964455661
079999,"Consumer purchases, n.e.c.*",pre,0.0,0.0,0.0,9294.8,0.05,-0.4785288964455661,0.05,0.05,0.0,0.0,-0.0
080101,Using paid childcare services,post,0.029467031192584998,0.032598774286085,2.5,8108.5,0.305,0.9825828791857696,0.25,0.35,1.0,0.305,0.9825828791857696
080101,Using paid childcare services,pre,0.07712371083433,0.088933520501322,8.4,9294.8,0.305,0.9825828791857696,0.25,0.35,0.0,0.0,0.0
080102,Waiting associated w/purchasing childcare svcs,post,0.006177683739654999,0.006519754857215,0.5,8108.5,0.305,0.9825828791857696,0.25,0.35,1.0,0.305,0.9825828791857696
080102,Waiting associated w/purchasing childcare svcs,pre,0.0,0.0,0.0,9294.8,0.305,0.9825828791857696,0.25,0.35,0.0,0.0,0.0
080199,"Using paid childcare services, n.e.c.*",post,0.0,0.0,0.0,8108.5,0.305,0.9825828791857696,0.25,0.35,1.0,0.305,0.9825828791857696
080199,"Using paid childcare services, n.e.c.*",pre,0.0,0.0,0.0,9294.8,0.305,0.9825828791857696,0.25,0.35,0.0,0.0,0.0
