outcome,year,base_year,coef_per_1sd_exposure,cluster_se,cluster_p_norm
ai_score_weighted_minutes,2017,2022,1.6471704104686964,2.5783778167812383,0.5229271432831684
ai_score_weighted_minutes,2018,2022,2.704008262060512,3.794893062381764,0.4761312406171185
ai_score_weighted_minutes,2019,2022,3.532492097108488,1.836002786169456,0.05435303124162906
ai_score_weighted_minutes,2021,2022,4.628081712498286,2.5334222706700342,0.06772830772035658
ai_score_weighted_minutes,2023,2022,1.0402617292535155,1.4337157994356784,0.46810217967909196
ai_score_weighted_minutes,2024,2022,-0.5366512322578245,3.4151697209508027,0.8751364839032509
